obj_id	 | ra	 | dec	 | type	 | Type Ref	 | ZSNID Subtype	 | Discovery Date	 | Discoverer	 | Discovery Ref	 | Host Name	 | Host Type	 | Galaxy Redshift	 | Galaxy Redshift Error | z | zerr	 | Reddening	 | Reddening Error	 
1996bv	 | 94.0542	 | 57.0525	 | Ia	 | IAUC 6508	 | Ia-norm	 | 1996-11-03	 | BAO Supernova Survey	 | IAUC 6508	 | UGC 3432	 | Scd:	 | 0.01667	 | 0.00004	 | 	 | 0	 | 0.1051	 | 0	 
1996bw	 | 25.9355	 | 4.22194	 | II	 | IAUC 6512	 | 	 | 1996-11-30	 | BAO Supernova Survey	 | IAUC 6512	 | NGC 664	 | Sb:	 | 0.0181	 | 0.00002	 | 	 | 0	 | 0.02701	 | 0	 
1996bx	 | 59.8185	 | -53.374	 | Ia	 | IAUC 6517	 | 	 | 1996-11-18	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6517	 | APMUKS(BJ) B035800.41-533052.6	 | 	 | 0.06	 | 0	 | 	 | 0	 | 0.01504	 | 0	 
1996by	 | 89.604	 | 68.4534	 | Ia	 | IAUC 6522	 | 	 | 1996-12-14	 | BAO Supernova Survey	 | IAUC 6522	 | UGC 3379	 | (R')SABb	 | 0.01372	 | 0.00004	 | 	 | 0	 | 0.10181	 | 0	 
1996bz	 | 37.8505	 | 39.7309	 | 	 | 	 | 	 | 1996-11-03	 | Pollas	 | IAUC 6523	 | 2MASX J02312424+3943471	 | 	 | 	 | 0	 | 	 | 0	 | 0.05951	 | 0	 
1996C	 | 207.702	 | 49.3186	 | Ia	 | IAUC 6317	 | 	 | 1996-02-15	 | Mueller	 | IAUC 6317	 | MCG +08-25-47	 | Sa	 | 0.027	 | 0	 | 	 | 0	 | 0.01431	 | 0	 
1996ca	 | 337.747	 | -13.9975	 | Ia	 | IAUC 6523	 | 	 | 1996-12-15	 | Aoki	 | IAUC 6523	 | NGC 7300	 | SAB(rs)b:      HII	 | 0.01627	 | 0.00003	 | 	 | 0	 | 0.05791	 | 0	 
1996cb	 | 165.925	 | 28.9038	 | IIb	 | IAUC 6524	 | 	 | 1996-12-15	 | Aoki	 | IAUC 6524	 | NGC 3510	 | SB(s)m         HII	 | 0.00235	 | 0.00001	 | 	 | 0	 | 0.02622	 | 0	 
1996cc	 | 217.869	 | 49.9622	 | II	 | IAUC 6529	 | 	 | 1996-12-19	 | Sasaki	 | IAUC 6525	 | NGC 5673	 | SBc? sp	 | 0.00694	 | 0.00002	 | 	 | 0	 | 0.01768	 | 0	 
1996cd	 | 119.336	 | 11.2066	 | Ib/c?	 | IAUC 6531	 | 	 | 1996-12-16	 | Pollas	 | IAUC 6531	 | CGCG 059-007	 | 	 | 0.046439	 | 0.000223	 | 	 | 0	 | 0.02725	 | 0	 
1996ce	 | 199.064	 | 30.2646	 | 	 | 	 | 	 | 1996-12-16	 | Pollas	 | IAUC 6548	 | MCG +05-31-167	 | E3	 | 0.04925	 | 0.00006	 | 	 | 0	 | 0.0121	 | 0	 
1996cf	 | 162.212	 | 0.0584444	 | Ia	 | IAUC 6621	 | 	 | 1996-03-17	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J104850.96+000330.4	 | Scd	 | 0.57	 | 0.01	 | 	 | 0	 | 0.0348	 | 0	 
1996cg	 | 126.056	 | 3.41625	 | Ia	 | IAUC 6621	 | 	 | 1996-03-17	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J082413.33+032458.5	 | Sab	 | 0.49	 | 0.01	 | 	 | 0	 | 0.04117	 | 0	 
1996ch	 | 179.907	 | -9.9095	 | Ia	 | IAUC 6621	 | 	 | 1996-03-17	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J115937.73-095434.2	 | 	 | 0.57	 | 0	 | 	 | 0	 | 0.03626	 | 0	 
1996ci	 | 206.484	 | 2.44825	 | Ia	 | IAUC 6621	 | 	 | 1996-03-17	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J134556.16+022653.7	 | Scd	 | 0.495	 | 0.001	 | 	 | 0	 | 0.01971	 | 0	 
1996cj	 | 206.908	 | 2.43747	 | II	 | IAUC 6621	 | 	 | 1996-03-17	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J134737.81+022614.9	 | 	 | 0.19	 | 0	 | 	 | 0	 | 0.01745	 | 0	 
1996ck	 | 192.147	 | -0.7675	 | Ia?	 | IAUC 6621	 | 	 | 1996-03-17	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J124835.19-004603.0	 | E/S0	 | 0.656	 | 0.001	 | 	 | 0	 | 0.03055	 | 0	 
1996cl	 | 164.246	 | -3.62678	 | Ia?	 | IAUC 6621	 | 	 | 1996-03-18	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J105659.13-033736.4	 | S0/a	 | 0.8274	 | 0.0005	 | 	 | 0	 | 0.03539	 | 0	 
1996cm	 | 232.547	 | 5.92417	 | Ia	 | IAUC 6621	 | 	 | 1996-03-18	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J153011.25+055527.0	 | 	 | 0.45	 | 0.01	 | 	 | 0	 | 0.04326	 | 0	 
1996cn	 | 207.113	 | 2.46294	 | Ia	 | IAUC 6621	 | 	 | 1996-03-18	 | Supernova Cosmology Project	 | IAUC 6621	 | H-ZSNS J134827.22+022746.6	 | S0	 | 0.43	 | 0.01	 | 	 | 0	 | 0.01658	 | 0	 
1996co	 | 154.74	 | 62.2534	 | 	 | 	 | 	 | 1996-12-20	 | Mueller	 | IAUC 7029	 | 2MASX J10185799+6215207	 | 	 | 0.070824	 | 0.000151	 | 	 | 0	 | 0.01568	 | 0	 
1996cp	 | 164.265	 | -3.62806	 | 	 | 	 | 	 | 1996-03-13	 | Gal-Yam, Sharon, Maoz	 | IAUC 7701	 | MS 1054-0321:[TKV99] 1405	 | 	 | 0.8365	 | 0.0001	 | 	 | 0	 | 0.03529	 | 0	 
1996cq	 | 164.259	 | -3.62611	 | 	 | 	 | 	 | 1996-03-13	 | Gal-Yam, Sharon, Maoz	 | IAUC 7701	 | MS 1054-0321:[TKV99] 1430	 | 	 | 0.824	 | 0.0005	 | 	 | 0	 | 0.03534	 | 0	 
1996cr	 | 213.292	 | -65.3457	 | IIn	 | CBET 876	 | 	 | 1996-03-16	 | Bauer	 | CBET 879	 | ESO 97-G13	 | SA(s)b:        Sy2	 | 0.001448	 | 0.00001	 | 	 | 0	 | 1.461	 | 0	 
1996D	 | 68.5013	 | -8.57889	 | Ic	 | IAUC 6317	 | 	 | 1996-02-09	 | Drissen, Robert, Dutil, Roy	 | IAUC 6317	 | NGC 1614	 | SB(s)c pec;HII:Sy2	 | 0.01594	 | 0.00003	 | 	 | 0	 | 0.15395	 | 0	 
1996E	 | 152.585	 | -12.5526	 | Ia	 | IAUC 6332	 | 	 | 1996-02-14	 | High-Z Supernova Search Team	 | IAUC 6332	 | [GC96] J101020.28-123309.2	 | 	 | 0.43	 | 0	 | 	 | 0	 | 0.06679	 | 0	 
1996F	 | 162.515	 | -9.37506	 | II?	 | IAUC 6332	 | 	 | 1996-02-14	 | High-Z Supernova Search Team	 | IAUC 6332	 | [GC96] J105003.62-092230.2	 | 	 | 0.44	 | 0	 | 	 | 0	 | 0.03927	 | 0	 
1996G	 | 187.224	 | -0.0790556	 | II?	 | IAUC 6332	 | 	 | 1996-02-14	 | High-Z Supernova Search Team	 | IAUC 6332	 | SDSS J122853.78-000445.2	 | 	 | 0.41	 | 0	 | 	 | 0	 | 0.01783	 | 0	 
1996H	 | 187.22	 | -0.0947222	 | Ia	 | IAUC 6332	 | 	 | 1996-02-14	 | High-Z Supernova Search Team	 | IAUC 6332	 | SDSS J122852.81-000540.1	 | 	 | 0.62	 | 0	 | 	 | 0	 | 0.01778	 | 0	 
1996I	 | 180.164	 | -0.267333	 | Ia	 | IAUC 6332	 | 	 | 1996-02-14	 | High-Z Supernova Search Team	 | IAUC 6332	 | [GC96] J120039.43-001602.4	 | 	 | 0.57	 | 0	 | 	 | 0	 | 0.02325	 | 0	 
1996J	 | 152.638	 | -12.6181	 | Ia	 | IAUC 6332	 | 	 | 1996-02-20	 | High-Z Supernova Search Team	 | IAUC 6332	 | MS 1008.1-1224:PPP 001719	 | 	 | 0.3	 | 0	 | 	 | 0	 | 0.06878	 | 0	 
1996K	 | 126.181	 | -0.351722	 | Ia	 | IAUC 6332	 | 	 | 1996-02-20	 | High-Z Supernova Search Team	 | IAUC 6332	 | [GC96] J082443.49-002106.2	 | 	 | 0.38	 | 0	 | 	 | 0	 | 0.04555	 | 0	 
1996L	 | 174.658	 | -43.4205	 | IIn	 | IAUC 6346	 | 	 | 1996-03-19	 | McNaught	 | IAUC 6346	 | ESO 266-G10	 | Sa:	 | 0.03302	 | 0.00033	 | 	 | 0	 | 0.09302	 | 0	 
1996M	 | 192.824	 | -13.0199	 | II	 | IAUC 6347	 | 	 | 1996-03-19	 | McNaught	 | IAUC 6347	 | [M96a] J125119.13-130111.7	 | 	 | 0.02	 | 0	 | 	 | 0	 | 0.04943	 | 0	 
1996N	 | 54.7305	 | -26.3345	 | Ib/c	 | IAUC 6375	 | 	 | 1996-03-12	 | Williams, Martin	 | IAUC 6351	 | NGC 1398	 | (R_1R'_2)SB(rs)ab;Sy	 | 0.00466	 | 0.00001	 | 	 | 0	 | 0.01343	 | 0	 
1996O	 | 241.494	 | 18.1967	 | Ia	 | IAUC 6352	 | 	 | 1996-03-21	 | Evans	 | IAUC 6352	 | MCG +03-41-115	 | SAB(rs)bc	 | 0.03725	 | 0.00003	 | 	 | 0	 | 0.04984	 | 0	 
1996P	 | 208.219	 | 2.80839	 | Ia	 | IAUC 6357	 | 	 | 1996-03-25	 | Mueller	 | IAUC 6357	 | NGC 5335	 | SB(r)b	 | 0.01551	 | 0.00001	 | 	 | 0	 | 0.01921	 | 0	 
1996Q	 | 131.538	 | 0.114972	 | 	 | 	 | 	 | 1996-03-15	 | High-Z Supernova Search Team	 | IAUC 6358	 | [GC96a] J084609.22+000653.6	 | 	 | 0.36	 | 0	 | 	 | 0	 | 0.03351	 | 0	 
1996R	 | 169.043	 | -0.19425	 | Ia	 | IAUC 6358	 | 	 | 1996-03-15	 | High-Z Supernova Search Team	 | IAUC 6358	 | SDSS J111610.20-001131.9	 | 	 | 0.156167	 | 0.000086	 | 	 | 0	 | 0.05972	 | 0	 
1996S	 | 171.296	 | -35.4414	 | II	 | IAUC 6358	 | 	 | 1996-03-15	 | High-Z Supernova Search Team	 | IAUC 6358	 | [GC96a] J112511.44-352630.4	 | 	 | 0.11	 | 0	 | 	 | 0	 | 0.09357	 | 0	 
1996T	 | 151.365	 | -7.45664	 | Ia	 | IAUC 6358	 | 	 | 1996-03-15	 | High-Z Supernova Search Team	 | IAUC 6358	 | [GC96a] J100527.66-072723.9	 | 	 | 0.24	 | 0	 | 	 | 0	 | 0.0453	 | 0	 
1996U	 | 177.64	 | 10.4459	 | Ia	 | IAUC 6358	 | 	 | 1996-03-15	 | High-Z Supernova Search Team	 | IAUC 6358	 | [GC96a] J115033.54+102646.7	 | 	 | 0.43	 | 0	 | 	 | 0	 | 0.02494	 | 0	 
1996V	 | 170.38	 | 2.81122	 | Ia	 | IAUC 6376	 | 	 | 1996-03-28	 | Mueller	 | IAUC 6376	 | NGC 3644	 | (R')SBa pec:	 | 0.02377	 | 0.00006	 | 	 | 0	 | 0.05025	 | 0	 
1996W	 | 179.871	 | -19.2561	 | II	 | IAUC 6379	 | 	 | 1996-04-10	 | Li, Qiu, Qiao, Ma, Hu	 | IAUC 6379	 | NGC 4027	 | SB(s)dm        HII	 | 0.00557	 | 0.00002	 | 	 | 0	 | 0.04185	 | 0	 
1996X	 | 199.505	 | -26.8459	 | Ia	 | IAUC 6384	 | 	 | 1996-04-12	 | Evans; Takamizawa	 | IAUC 6380	 | NGC 5061	 | E0	 | 0.00689	 | 0.00015	 | 	 | 0	 | 0.06942	 | 0	 
1996Y	 | 170.386	 | 2.88722	 | 	 | 	 | 	 | 1996-04-10	 | Mueller	 | IAUC 6385	 | CGCG 039-135	 | E	 | 0.048804	 | 0.000113	 | 	 | 0	 | 0.04659	 | 0	 
1996Z	 | 144.187	 | -21.1477	 | Ia	 | IAUC 6403	 | 	 | 1996-05-16	 | Johnson	 | IAUC 6401	 | NGC 2935	 | (R'_2)SAB(s)b  Sbrst	 | 0.00758	 | 0.00001	 | 	 | 0	 | 0.06348	 | 0	 
1997A	 | 67.8891	 | -61.1196	 | Ia	 | IAUC 6531	 | 	 | 1997-01-03	 | Maza et al.	 | IAUC 6531	 | 2MASX J04235759-6040542	 | S0	 | 0.061839	 | 0.00018	 | 	 | 0	 | 0.02309	 | 0	 
1997aa	 | 72.9733	 | -4.96	 | II	 | IAUC 6572	 | 	 | 1997-03-01	 | BAO Supernova Survey	 | IAUC 6572	 | IC 2102	 | SB(rs)cd	 | 0.01211	 | 0.00003	 | 	 | 0	 | 0.03685	 | 0	 
1997ab	 | 147.752	 | 20.0733	 | IIP	 | IAUC 6589	 | 	 | 1997-02-28	 | Hagen, Reimers	 | IAUC 6589	 | HS 0948+2018	 | dwarf Irr	 | 0.012	 | 0	 | 	 | 0	 | 0.0221	 | 0	 
1997ac	 | 126.022	 | 4.18961	 | Ia	 | IAUC 6596	 | 	 | 1997-02-10	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J082405.21+041122.6	 | E/comp	 | 0.32	 | 0.01	 | 	 | 0	 | 0.03417	 | 0	 
1997ad	 | 125.636	 | 4.16603	 | 	 | 	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J082232.64+040957.7	 | 	 | 	 | 0	 | 	 | 0	 | 0.03057	 | 0	 
1997ae	 | 125.994	 | 3.79831	 | 	 | 	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J082358.68+034753.9	 | 	 | 	 | 0	 | 	 | 0	 | 0.0363	 | 0	 
1997af	 | 125.969	 | 4.14556	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J082352.67+040844.0	 | Irr	 | 0.579	 | 0.001	 | 	 | 0	 | 0.03439	 | 0	 
1997ag	 | 149.722	 | -0.341389	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J095853.35-002029.0	 | 	 | 0.59	 | 0	 | 	 | 0	 | 0.02978	 | 0	 
1997ah	 | 150.012	 | -0.391861	 | Ia?	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J100002.92-002330.7	 | 	 | 0.73	 | 0	 | 	 | 0	 | 0.03274	 | 0	 
1997ai	 | 162.24	 | 0.530556	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J104857.61+003150.0	 | 	 | 0.45	 | 0.01	 | 	 | 0	 | 0.04015	 | 0	 
1997aj	 | 163.971	 | -3.98397	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J105552.98-035902.3	 | Spec	 | 0.581	 | 0.001	 | 	 | 0	 | 0.03258	 | 0	 
1997ak	 | 164.221	 | -4.23081	 | Ia?	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J105653.15-041350.9	 | 	 | 0.35	 | 0	 | 	 | 0	 | 0.02979	 | 0	 
1997al	 | 164.376	 | -3.24714	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J105730.31-031449.7	 | 	 | 0.62	 | 0	 | 	 | 0	 | 0.03546	 | 0	 
1997am	 | 164.381	 | -3.23008	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J105731.52-031348.3	 | Spec/Irr	 | 0.416	 | 0.001	 | 	 | 0	 | 0.03567	 | 0	 
1997an	 | 164.433	 | -3.78839	 | 	 | 	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J105743.97-034718.2	 | 	 | 0.49	 | 0	 | 	 | 0	 | 0.03139	 | 0	 
1997ao	 | 206.773	 | 2.14986	 | 	 | 	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J134705.42+020859.5	 | 	 | 	 | 0	 | 	 | 0	 | 0.01757	 | 0	 
1997ap	 | 206.791	 | 2.39931	 | Ia	 | IAUC 6596	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J134709.90+022357.5	 | 	 | 0.83	 | 0.01	 | 	 | 0	 | 0.01762	 | 0	 
1997aq	 | 206.791	 | 2.46033	 | 	 | 	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SDSS J134709.88+022736.9	 | 	 | 0.51	 | 0	 | 	 | 0	 | 0.01846	 | 0	 
1997ar	 | 206.883	 | 2.43778	 | 	 | 	 | 	 | 1997-03-05	 | Supernova Cosmology Project	 | IAUC 6596	 | SCP J134731.98+022616.0	 | 	 | 0.36	 | 0	 | 	 | 0	 | 0.01744	 | 0	 
1997as	 | 126.039	 | -0.802278	 | Ia	 | IAUC 6633	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J082409.46-004808.2	 | 	 | 0.51	 | 0	 | 	 | 0	 | 0.04168	 | 0	 
1997at	 | 160.907	 | -0.818472	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J104337.63-004906.5	 | 	 | 	 | 0	 | 	 | 0	 | 0.04057	 | 0	 
1997au	 | 177.518	 | 10.7562	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J115004.24+104522.4	 | 	 | 	 | 0	 | 	 | 0	 | 0.03141	 | 0	 
1997av	 | 155.797	 | 4.22903	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J102311.24+041344.5	 | 	 | 	 | 0	 | 	 | 0	 | 0.02842	 | 0	 
1997aw	 | 155.868	 | 4.11975	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J102328.21+040711.1	 | 	 | 0.6	 | 0	 | 	 | 0	 | 0.03002	 | 0	 
1997ax	 | 169.509	 | 0.03625	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | SDSS J111801.84+000212.5	 | 	 | 0.176773	 | 0.00009	 | 	 | 0	 | 0.0462	 | 0	 
1997ay	 | 171.543	 | -0.607472	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J112610.34-003626.9	 | 	 | 0.62	 | 0	 | 	 | 0	 | 0.02648	 | 0	 
1997az	 | 170.773	 | -0.265444	 | II	 | IAUC 6602	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J112305.57-001555.6	 | 	 | 0.04	 | 0	 | 	 | 0	 | 0.03126	 | 0	 
1997B	 | 88.2624	 | -17.8732	 | Ic	 | IAUC 6535	 | 	 | 1997-01-13	 | Gabrijelcic	 | IAUC 6535	 | IC 438	 | SA(rs)c	 | 0.01042	 | 0.00002	 | 	 | 0	 | 0.07291	 | 0	 
1997ba	 | 186.91	 | 0.225278	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | SDSS J122738.33+001331.2	 | 	 | 	 | 0	 | 	 | 0	 | 0.0229	 | 0	 
1997bb	 | 187.253	 | 0.153139	 | Ia	 | IAUC 6633	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J122900.72+000911.3	 | 	 | 0.52	 | 0	 | 	 | 0	 | 0.01917	 | 0	 
1997bc	 | 179.784	 | -0.555722	 | II	 | IAUC 6602	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J115908.27-003320.6	 | 	 | 0.26	 | 0	 | 	 | 0	 | 0.02652	 | 0	 
1997bd	 | 190.12	 | -0.0949444	 | Ia	 | IAUC 6633	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J124028.75-000541.8	 | 	 | 0.67	 | 0	 | 	 | 0	 | 0.02072	 | 0	 
1997be	 | 190.17	 | -0.389389	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J124040.78-002321.8	 | 	 | 	 | 0	 | 	 | 0	 | 0.02521	 | 0	 
1997bf	 | 205.451	 | 0.103333	 | 	 | 	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | SDSS J134148.35+000612.5	 | 	 | 0.15	 | 0	 | 	 | 0	 | 0.02608	 | 0	 
1997bg	 | 190.165	 | -0.40075	 | II	 | IAUC 6602	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J124039.52-002402.7	 | 	 | 0.19	 | 0	 | 	 | 0	 | 0.02551	 | 0	 
1997bh	 | 206.15	 | -0.330361	 | Ia	 | IAUC 6602	 | 	 | 1997-03-08	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J134435.97-001949.3	 | 	 | 0.4	 | 0	 | 	 | 0	 | 0.02154	 | 0	 
1997bi	 | 152.87	 | -13.2154	 | 	 | 	 | 	 | 1997-03-09	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J101128.88-131255.4	 | 	 | 	 | 0	 | 	 | 0	 | 0.07217	 | 0	 
1997bj	 | 160.611	 | 0.0265	 | Ia	 | IAUC 6602	 | 	 | 1997-03-09	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J104226.65+000135.4	 | 	 | 0.35	 | 0	 | 	 | 0	 | 0.04849	 | 0	 
1997bk	 | 160.509	 | 0.0300556	 | II	 | IAUC 6602	 | 	 | 1997-03-09	 | High-Z Supernova Search Team	 | IAUC 6602	 | H-ZSNS J104202.11+000148.2	 | 	 | 0.28	 | 0	 | 	 | 0	 | 0.04846	 | 0	 
1997bl	 | 190.087	 | -11.7442	 | Ia	 | IAUC 6605	 | 	 | 1997-03-07	 | EROS	 | IAUC 6605	 | [H97] J124021.0-114439	 | 	 | 0.19	 | 0	 | 	 | 0	 | 0.04949	 | 0	 
1997bm	 | 173.238	 | 50.2454	 | I	 | IAUC 6610	 | 	 | 1997-03-18	 | Mueller	 | IAUC 6609	 | IC 705	 | 	 | 0.00983	 | 0.00014	 | 	 | 0	 | 0.01316	 | 0	 
1997bn	 | 124.759	 | 21.1838	 | II	 | IAUC 6612	 | 	 | 1997-04-03	 | BAO Supernova Survey	 | IAUC 6612	 | UGC 4329	 | SA(r)cd	 | 0.01367	 | 0	 | 	 | 0	 | 0.05616	 | 0	 
1997bo	 | 184.969	 | 7.73047	 | II	 | IAUC 6612	 | 	 | 1997-04-03	 | BAO Supernova Survey	 | IAUC 6612	 | VCC 0380	 | BCD	 | 0.012605	 | 0.000033	 | 	 | 0	 | 0.02416	 | 0	 
1997bp	 | 191.724	 | -11.6426	 | Ia	 | IAUC 6613	 | Ia-norm	 | 1997-04-06	 | Evans	 | IAUC 6613	 | NGC 4680	 | Pec	 | 0.00831	 | 0.00003	 | 	 | 0	 | 0.04429	 | 0	 
1997bq	 | 154.272	 | 73.3839	 | Ia	 | IAUC 6616	 | 	 | 1997-04-07	 | Laurie; Zissell	 | IAUC 6616	 | NGC 3147	 | SA(rs)bc;HII   Sy2	 | 0.00941	 | 0.00006	 | 	 | 0	 | 0.02502	 | 0	 
1997br	 | 200.177	 | -22.0368	 | Ia-pec	 | IAUC 6623	 | Ia-91T	 | 1997-04-10	 | BAO Supernova Survey	 | IAUC 6623	 | ESO 576-40	 | SBd? pec sp	 | 0.00694	 | 0.00002	 | 	 | 0	 | 0.11294	 | 0	 
1997bs	 | 170.059	 | 12.9721	 | IIn	 | IAUC 6627	 | 	 | 1997-04-15	 | Lick Observatory Supernova Search	 | IAUC 6627	 | NGC 3627	 | SAB(s)b;LINER  Sy2	 | 0.00243	 | 0.00001	 | 	 | 0	 | 0.03172	 | 0	 
1997bt	 | 166.563	 | -11.6069	 | II	 | IAUC 6628	 | 	 | 1997-03-31	 | Hardin	 | IAUC 6628	 | LCRS B110344.5-112012	 | 	 | 0.064805	 | 0.00032	 | 	 | 0	 | 0.04186	 | 0	 
1997bu	 | 151.542	 | -7.27503	 | 	 | 	 | 	 | 1997-04-03	 | High-Z Supernova Search Team	 | IAUC 6633	 | H-ZSNS J100609.99-071630.06	 | 	 | 	 | 0	 | 	 | 0	 | 0.03582	 | 0	 
1997bv	 | 143.453	 | 0.0831667	 | 	 | 	 | 	 | 1997-04-03	 | High-Z Supernova Search Team	 | IAUC 6633	 | H-ZSNS J093348.79+000459.43	 | 	 | 0.43	 | 0	 | 	 | 0	 | 0.035	 | 0	 
1997bw	 | 172.675	 | -0.632389	 | Ia	 | IAUC 6633	 | 	 | 1997-04-03	 | High-Z Supernova Search Team	 | IAUC 6633	 | H-ZSNS J113042.02-003756.56	 | 	 | 0.5	 | 0	 | 	 | 0	 | 0.02429	 | 0	 
1997bx	 | 186.299	 | 0.0817778	 | Ia	 | IAUC 6633	 | 	 | 1997-04-03	 | High-Z Supernova Search Team	 | IAUC 6633	 | H-ZSNS J122511.80+000454.37	 | 	 | 0.35	 | 0	 | 	 | 0	 | 0.02358	 | 0	 
1997by	 | 201.865	 | -27.3227	 | Ia	 | IAUC 6643	 | 	 | 1997-04-27	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6639	 | IC 4252	 | SA(rs)0-:;BrClG	 | 0.04541	 | 0.00006	 | 	 | 0	 | 0.05358	 | 0	 
1997bz	 | 170.606	 | 1.18931	 | Ia	 | IAUC 6641	 | 	 | 1997-04-27	 | Mount Stromlo Abell Cluster Supernova Search Team	 | IAUC 6641	 | SDSS J112225.45+011122.0	 | 	 | 0.029831	 | 0.000068	 | 	 | 0	 | 0.03692	 | 0	 
1997C	 | 153.484	 | 38.8168	 | Ic	 | IAUC 6536	 | 	 | 1997-01-13	 | BAO Supernova Survey	 | IAUC 6536	 | NGC 3160	 | S	 | 0.02308	 | 0.00009	 | 	 | 0	 | 0.01436	 | 0	 
1997ca	 | 214.168	 | 52.5331	 | Ia	 | IAUC 6646	 | 	 | 1997-04-29	 | High-Z Supernova Search Team	 | IAUC 6646	 | H-ZSNS J141640.24+523159.2	 | 	 | 0.52	 | 0	 | 	 | 0	 | 0.00908	 | 0	 
1997cb	 | 214.481	 | 52.3168	 | II?	 | IAUC 6646	 | 	 | 1997-04-29	 | High-Z Supernova Search Team	 | IAUC 6646	 | H-ZSNS J141755.41+521900.6	 | 	 | 0.28	 | 0	 | 	 | 0	 | 0.00875	 | 0	 
1997cc	 | 214.14	 | 52.3938	 | 	 | 	 | 	 | 1997-04-29	 | High-Z Supernova Search Team	 | IAUC 6646	 | H-ZSNS J141633.59+522337.7	 | 	 | 	 | 0	 | 	 | 0	 | 0.01188	 | 0	 
1997cd	 | 256.571	 | 44.0761	 | Ia	 | IAUC 6646	 | 	 | 1997-04-29	 | High-Z Supernova Search Team	 | IAUC 6646	 | H-ZSNS J170617.07+440434.0	 | 	 | 0.51	 | 0	 | 	 | 0	 | 0.01905	 | 0	 
